,host_name,host_since,host_since,neighbourhood,property_type,room_type,price
2364,Casimiro,2017-12-05,2017-12-05,Neighborhood highlights,Entire condo,Entire home/apt,$186.00
2365,StayNue,2012-05-12,2012-05-12,Neighborhood highlights,Private room in rental unit,Private room,
2366,StayNue,2012-05-12,2012-05-12,Neighborhood highlights,Private room in rental unit,Private room,
2367,Blueground,2016-12-16,2016-12-16,Neighborhood highlights,Entire rental unit,Entire home/apt,$247.00
2368,Patrick,2023-01-06,2023-01-06,,Entire rental unit,Entire home/apt,
2369,Sophia,2019-09-25,2019-09-25,,Private room in rental unit,Private room,$59.00
2370,Waze,2019-04-22,2019-04-22,Neighborhood highlights,Entire home,Entire home/apt,$680.00
2371,Daryl,2015-04-12,2015-04-12,Neighborhood highlights,Entire condo,Entire home/apt,$369.00
2372,Daryl,2015-04-12,2015-04-12,Neighborhood highlights,Entire rental unit,Entire home/apt,$428.00
2373,Blueground,2016-12-16,2016-12-16,Neighborhood highlights,Entire rental unit,Entire home/apt,$335.00
2374,Blueground,2016-12-16,2016-12-16,,Entire rental unit,Entire home/apt,$396.00
2375,Jessica,2023-02-23,2023-02-23,Neighborhood highlights,Entire rental unit,Entire home/apt,$205.00
2376,Sophia,2019-09-25,2019-09-25,Neighborhood highlights,Private room in rental unit,Private room,$53.00
2377,Gunel,2018-10-11,2018-10-11,,Private room in rental unit,Private room,$50.00
2378,Sophia,2019-09-25,2019-09-25,,Private room in rental unit,Private room,$62.00
2379,Adam,2017-12-23,2017-12-23,,Entire rental unit,Entire home/apt,$459.00
2380,Lynda,2016-04-27,2016-04-27,,Private room in rental unit,Private room,$54.00
2381,Lynda,2016-04-27,2016-04-27,,Entire rental unit,Entire home/apt,$178.00
2382,Liya,2020-10-28,2020-10-28,,Entire rental unit,Entire home/apt,$160.00
2383,Sophia,2019-09-25,2019-09-25,,Private room in rental unit,Private room,$58.00
2384,Sophia,2019-09-25,2019-09-25,,Private room in rental unit,Private room,$63.00
2385,Blueground,2016-12-16,2016-12-16,,Entire rental unit,Entire home/apt,$379.00
2386,Steve,2021-03-07,2021-03-07,Neighborhood highlights,Entire home,Entire home/apt,$450.00
2387,Maria,2019-08-04,2019-08-04,,Entire rental unit,Entire home/apt,$205.00
2388,Jonathan,2014-05-27,2014-05-27,,Entire rental unit,Entire home/apt,$135.00
2389,Blueground,2016-12-16,2016-12-16,,Entire rental unit,Entire home/apt,
2390,Jay,2012-03-25,2012-03-25,,Entire rental unit,Entire home/apt,$206.00
2391,Jay,2012-03-25,2012-03-25,,Entire rental unit,Entire home/apt,$192.00
2392,Viviane,2022-12-25,2022-12-25,Neighborhood highlights,Private room in home,Private room,$107.00
2393,Viviane,2022-12-25,2022-12-25,Neighborhood highlights,Private room in home,Private room,$108.00
2394,Patrick,2023-01-06,2023-01-06,,Private room in rental unit,Private room,
2395,Patrick,2023-01-06,2023-01-06,,Private room in rental unit,Private room,
2396,Andrea,2014-12-05,2014-12-05,,Private room in home,Private room,$27.00
2397,Andrea,2014-12-05,2014-12-05,,Entire rental unit,Entire home/apt,$74.00
2398,Blueground,2016-12-16,2016-12-16,,Entire rental unit,Entire home/apt,$303.00
2399,Sean,2019-07-13,2019-07-13,,Entire rental unit,Entire home/apt,$197.00
2400,Sean,2019-07-13,2019-07-13,,Entire rental unit,Entire home/apt,$255.00
2401,Sean,2019-07-13,2019-07-13,,Entire rental unit,Entire home/apt,$272.00
2402,Sean,2019-07-13,2019-07-13,,Entire rental unit,Entire home/apt,$350.00
2403,Sean,2019-07-13,2019-07-13,,Entire rental unit,Entire home/apt,$297.00
2404,Sean,2019-07-13,2019-07-13,,Entire rental unit,Entire home/apt,$242.00
2405,Sean,2019-07-13,2019-07-13,,Entire rental unit,Entire home/apt,$230.00
2406,Juli,2016-10-19,2016-10-19,,Entire home,Entire home/apt,$190.00
2407,Daryl,2015-04-12,2015-04-12,Neighborhood highlights,Entire rental unit,Entire home/apt,$140.00
2408,Justin,2012-09-21,2012-09-21,,Entire rental unit,Entire home/apt,$185.00
2409,Justin,2012-09-21,2012-09-21,,Entire rental unit,Entire home/apt,$220.00
2410,April,2014-03-27,2014-03-27,Neighborhood highlights,Entire rental unit,Entire home/apt,$127.00
2411,Alexis,2017-03-03,2017-03-03,,Entire rental unit,Entire home/apt,$109.00
2412,Shlomi,2012-04-13,2012-04-13,Neighborhood highlights,Entire rental unit,Entire home/apt,$285.00
2413,Blueground,2016-12-16,2016-12-16,,Entire rental unit,Entire home/apt,$275.00
2414,Sean,2019-07-13,2019-07-13,,Entire rental unit,Entire home/apt,$280.00
2415,Christephanie,2019-12-13,2019-12-13,,Entire rental unit,Entire home/apt,$115.00
2416,Sean,2019-07-13,2019-07-13,,Entire rental unit,Entire home/apt,$303.00
2417,Sean,2019-07-13,2019-07-13,,Entire rental unit,Entire home/apt,$254.00
2418,Sean,2019-07-13,2019-07-13,,Entire rental unit,Entire home/apt,$311.00
2419,Dennize,2021-05-25,2021-05-25,Neighborhood highlights,Entire home,Entire home/apt,$195.00
2420,Jonathan,2019-11-02,2019-11-02,,Entire condo,Entire home/apt,$256.00
2421,STARS Of,2019-06-04,2019-06-04,Neighborhood highlights,Entire rental unit,Entire home/apt,
